title,vote_average,vote_count,runtime,genres,year
Timecop,5.5,288.0,99.0,"['thriller', 'science fiction', 'action', 'crime']",1994
True Lies,6.8,1138.0,141.0,"['action', 'thriller']",1994
When a Man Loves a Woman,6.0,71.0,126.0,"['drama', 'romance']",1994
Wolf,6.0,221.0,125.0,['fantasy'],1994
Wyatt Earp,6.5,203.0,191.0,"['drama', 'action', 'western']",1994
Bad Company,4.9,12.0,108.0,"['action', 'crime', 'romance', 'thriller']",1995
A Man of No Importance,6.5,2.0,99.0,"['comedy', 'drama']",1994
S.F.W.,6.1,22.0,96.0,"['comedy', 'drama']",1994
A Low Down Dirty Shame,6.0,31.0,100.0,"['action', 'comedy', 'crime']",1994
"Boys Life: Three Stories of Love, Lust, and Liberation",2.0,1.0,91.0,['drama'],1994
Colonel Chabert,5.9,9.0,110.0,['drama'],1994
"Faster, Pussycat! Kill! Kill!",6.5,59.0,83.0,"['action', 'crime']",1965
Jason's Lyric,5.9,9.0,119.0,"['crime', 'drama', 'romance']",1994
The Secret Adventures of Tom Thumb,7.1,8.0,61.0,"['animation', 'science fiction']",1993
Street Fighter,4.1,330.0,102.0,"['action', 'adventure', 'thriller']",1994
Coldblooded,6.7,13.0,92.0,"['action', 'comedy']",1995
Desert Winds,0.0,0.0,97.0,[],1997
Fall Time,6.3,6.0,88.0,"['action', 'adventure', 'crime', 'drama', 'thriller']",1995
The Fear,3.4,7.0,98.0,"['horror', 'thriller']",1995
Frank and Ollie,7.5,4.0,89.0,['documentary'],1995
Girl in the Cadillac,10.0,1.0,89.0,"['romance', 'adventure', 'crime', 'drama']",1995
Homage,0.0,0.0,97.0,"['thriller', 'drama']",1995
Mirage,4.0,1.0,92.0,"['action', 'thriller']",1995
Open Season,0.0,0.0,97.0,['comedy'],1996
Dos Crímenes,5.0,1.0,0.0,[],1995
Brother Minister: The Assassination of Malcolm X,4.0,1.0,115.0,['documentary'],1995
Highlander: The Final Dimension,4.5,110.0,99.0,"['action', 'fantasy', 'science fiction']",1994
Federal Hill,5.0,2.0,97.0,[],1995
In the Mouth of Madness,7.1,307.0,95.0,"['horror', 'mystery', 'thriller']",1994
8 Seconds,7.2,22.0,105.0,"['drama', 'romance']",1994
Above the Rim,6.7,40.0,96.0,"['crime', 'drama']",1994
Addams Family Values,6.5,537.0,94.0,"['comedy', 'family', 'fantasy']",1993
Martin Lawrence: You So Crazy,4.5,4.0,84.0,['comedy'],1994
The Age of Innocence,7.0,172.0,139.0,"['drama', 'romance']",1993
Airheads,5.8,222.0,92.0,"['comedy', 'crime', 'music']",1994
The Air Up There,5.1,42.0,107.0,"['comedy', 'family']",1994
Another Stakeout,4.9,58.0,105.0,"['action', 'comedy']",1993
Bad Girls,4.6,61.0,99.0,"['action', 'adventure', 'comedy', 'drama', 'western']",1994
Barcelona,6.6,20.0,100.0,"['comedy', 'drama', 'romance']",1994
Being Human,5.0,15.0,122.0,"['drama', 'comedy', 'fantasy']",1994
The Beverly Hillbillies,5.0,86.0,93.0,['comedy'],1993
Beverly Hills Cop III,5.5,445.0,104.0,"['action', 'comedy', 'crime']",1994
Black Beauty,6.6,68.0,88.0,"['action', 'adventure', 'drama', 'family']",1994
Blink,6.3,45.0,106.0,"['mystery', 'crime', 'drama', 'thriller']",1994
Blown Away,6.0,126.0,121.0,"['drama', 'action', 'thriller']",1994
Blue Chips,5.7,41.0,108.0,['drama'],1994
Blue Sky,6.1,28.0,101.0,"['drama', 'romance']",1994
Body Snatchers,5.8,102.0,87.0,"['horror', 'science fiction', 'thriller']",1993
Boxing Helena,4.5,59.0,107.0,"['drama', 'romance']",1993
A Bronx Tale,7.4,447.0,121.0,"['drama', 'crime']",1993
Cabin Boy,4.9,28.0,80.0,['comedy'],1994
Calendar Girl,3.7,10.0,90.0,"['drama', 'comedy']",1993
Carlito's Way,7.7,805.0,144.0,"['action', 'crime', 'drama', 'thriller']",1993
City Slickers II: The Legend of Curly's Gold,4.9,103.0,116.0,"['action', 'comedy', 'drama', 'western']",1994
Clean Slate,5.7,25.0,107.0,"['comedy', 'thriller', 'mystery']",1994
Cliffhanger,6.1,600.0,112.0,"['action', 'adventure', 'thriller']",1993
Coneheads,4.8,228.0,88.0,"['comedy', 'science fiction', 'family']",1993
Color of Night,5.4,117.0,121.0,"['drama', 'mystery', 'romance', 'thriller']",1994
Cops & Robbersons,5.0,36.0,93.0,"['action', 'comedy', 'family']",1994
The Cowboy Way,5.1,38.0,102.0,"['western', 'action', 'comedy']",1994
Dangerous Game,5.4,9.0,108.0,['drama'],1993
Dave,6.3,205.0,110.0,['comedy'],1993
Dazed and Confused,7.4,588.0,102.0,"['comedy', 'drama']",1993
Demolition Man,6.4,1018.0,115.0,"['crime', 'action', 'science fiction']",1993
The Endless Summer 2,7.1,12.0,109.0,['documentary'],1994
Even Cowgirls Get the Blues,4.2,29.0,96.0,"['western', 'drama', 'comedy', 'romance']",1994
Fatal Instinct,5.4,37.0,91.0,['comedy'],1993
Farewell My Concubine,7.8,98.0,171.0,['drama'],1993
The Favor,3.3,6.0,97.0,"['drama', 'comedy', 'romance']",1994
Fearless,6.8,80.0,122.0,['drama'],1993
Fear of a Black Hat,5.8,11.0,88.0,['comedy'],1994
With Honors,6.1,54.0,103.0,"['comedy', 'drama']",1994
Flesh and Bone,6.2,22.0,126.0,"['drama', 'mystery', 'romance']",1993
Widows' Peak,4.3,3.0,101.0,"['comedy', 'thriller', 'mystery', 'romance', 'foreign']",1994
For Love or Money,5.7,77.0,94.0,"['comedy', 'romance']",1993
The Firm,6.6,513.0,154.0,"['drama', 'mystery', 'thriller']",1993
Free Willy,6.0,429.0,112.0,"['family', 'adventure']",1993
Fresh,7.6,56.0,114.0,"['crime', 'drama', 'thriller']",1994
The Fugitive,7.2,1240.0,130.0,"['adventure', 'action', 'thriller', 'crime', 'mystery']",1993
Geronimo: An American Legend,5.9,44.0,115.0,"['history', 'action', 'drama', 'western']",1993
The Getaway,5.4,81.0,115.0,"['drama', 'action', 'thriller']",1994
Getting Even with Dad,4.5,43.0,109.0,"['family', 'comedy', 'crime']",1994
Go Fish,3.9,5.0,83.0,"['drama', 'romance']",1994
A Good Man in Africa,5.2,11.0,94.0,"['comedy', 'drama']",1994
Guilty as Sin,5.6,21.0,107.0,"['drama', 'thriller']",1993
Hard Target,6.1,237.0,97.0,"['action', 'adventure', 'crime', 'thriller']",1993
Heaven & Earth,6.4,51.0,140.0,"['history', 'war', 'action', 'drama']",1993
Hot Shots! Part Deux,6.2,463.0,86.0,"['action', 'comedy', 'war']",1993
Live Nude Girls,4.7,12.0,95.0,['comedy'],1995
The Englishman Who Went Up a Hill But Came Down a Mountain,6.1,83.0,99.0,"['drama', 'comedy', 'romance']",1995
The House of the Spirits,6.7,135.0,140.0,"['romance', 'drama']",1993
House Party 3,4.6,11.0,100.0,['comedy'],1994
The Hudsucker Proxy,7.1,280.0,111.0,"['comedy', 'drama']",1994
I'll Do Anything,5.7,18.0,115.0,"['comedy', 'drama']",1994
In the Army Now,4.7,54.0,91.0,['comedy'],1994
In the Line of Fire,6.8,392.0,128.0,"['action', 'drama', 'thriller', 'crime', 'mystery']",1993
In the Name of the Father,7.6,363.0,133.0,['drama'],1993
The Inkwell,3.9,5.0,110.0,"['comedy', 'drama', 'romance']",1994
What's Love Got to Do with It,6.9,75.0,118.0,"['drama', 'music']",1993
Jimmy Hollywood,4.6,17.0,112.0,['comedy'],1994
Judgment Night,6.4,79.0,110.0,"['action', 'thriller', 'crime']",1993
Jurassic Park,7.6,4956.0,127.0,"['adventure', 'science fiction']",1993
Kalifornia,6.5,209.0,117.0,"['thriller', 'crime']",1993
Killing Zoe,6.1,111.0,96.0,"['action', 'crime', 'drama', 'thriller']",1993
King of the Hill,6.4,33.0,103.0,['drama'],1993
Lassie,6.1,54.0,94.0,"['action', 'adventure', 'drama', 'family']",1994
Last Action Hero,6.1,725.0,130.0,"['adventure', 'fantasy', 'action', 'comedy', 'family']",1993
Life With Mikey,5.1,24.0,91.0,"['comedy', 'family']",1993
Lightning Jack,5.7,40.0,98.0,"['action', 'comedy', 'western']",1994
M. Butterfly,6.6,35.0,101.0,"['drama', 'romance']",1993
Made in America,5.3,86.0,111.0,['comedy'],1993
Malice,5.9,105.0,107.0,"['drama', 'crime']",1993
The Man without a Face,6.2,125.0,114.0,['drama'],1993
Manhattan Murder Mystery,7.1,169.0,104.0,"['comedy', 'mystery']",1993
Menace II Society,7.2,179.0,97.0,"['drama', 'action', 'crime']",1993
Executive Decision,5.8,261.0,133.0,"['action', 'adventure', 'drama', 'thriller']",1996
In the Realm of the Senses,6.5,112.0,105.0,"['drama', 'romance']",1976
What Happened Was...,7.0,7.0,91.0,"['thriller', 'comedy', 'drama', 'romance']",1994
Much Ado About Nothing,7.2,194.0,111.0,"['drama', 'comedy', 'romance']",1993
Mr. Jones,5.9,35.0,114.0,"['drama', 'romance']",1993
Mr. Wonderful,5.5,11.0,98.0,"['comedy', 'romance']",1993
Mrs. Doubtfire,7.0,1638.0,125.0,"['comedy', 'drama', 'family']",1993
Naked,7.5,105.0,131.0,"['comedy', 'drama']",1993
The Next Karate Kid,4.8,202.0,107.0,['adventure'],1994
The New Age,4.8,5.0,112.0,"['comedy', 'drama']",1994
No Escape,6.1,86.0,118.0,"['action', 'drama', 'science fiction', 'thriller']",1994
North,4.8,67.0,87.0,"['comedy', 'drama', 'family', 'fantasy', 'science fiction']",1994
Orlando,6.7,53.0,93.0,"['romance', 'drama', 'fantasy']",1992
A Perfect World,7.2,376.0,138.0,"['crime', 'drama', 'thriller']",1993
Philadelphia,7.6,1019.0,125.0,['drama'],1993
The Piano,7.1,290.0,121.0,"['drama', 'romance']",1993
Poetic Justice,6.9,47.0,109.0,"['drama', 'romance']",1993
The Program,6.0,28.0,112.0,['drama'],1993
The Puppet Masters,5.6,41.0,109.0,"['horror', 'science fiction', 'thriller']",1994
Radioland Murders,5.8,12.0,108.0,"['comedy', 'crime', 'drama', 'music', 'mystery', 'romance']",1994
The Ref,6.7,99.0,97.0,['comedy'],1994
The Remains of the Day,7.5,213.0,134.0,"['drama', 'romance']",1993
Renaissance Man,5.9,83.0,128.0,"['comedy', 'war']",1994
Rising Sun,5.8,188.0,125.0,"['action', 'drama', 'thriller']",1993
The Road to Wellville,5.5,43.0,118.0,"['comedy', 'romance']",1994
RoboCop 3,4.2,309.0,104.0,"['action', 'adventure', 'crime', 'science fiction', 'thriller']",1993
Robin Hood: Men in Tights,6.4,575.0,104.0,['comedy'],1993
Romeo Is Bleeding,5.7,36.0,100.0,"['action', 'crime', 'drama', 'thriller']",1993
Romper Stomper,6.6,126.0,94.0,"['action', 'drama', 'thriller']",1992
Ruby in Paradise,5.6,10.0,114.0,"['drama', 'romance']",1993
Rudy,7.2,187.0,114.0,['drama'],1993
The Saint of Fort Washington,4.0,5.0,99.0,['drama'],1993
Savage Nights,6.2,11.0,126.0,['drama'],1992
Schindler's List,8.3,4436.0,195.0,"['drama', 'history', 'war']",1993
The Scout,5.3,37.0,101.0,"['comedy', 'drama']",1994
Searching for Bobby Fischer,7.3,100.0,110.0,['drama'],1993
Second Best,5.9,8.0,105.0,['drama'],1994
The Secret Garden,7.1,232.0,102.0,"['drama', 'family', 'fantasy']",1993
Serial Mom,6.4,137.0,95.0,"['comedy', 'crime', 'horror', 'thriller']",1994
The Shadow,5.4,140.0,108.0,"['adventure', 'fantasy', 'action', 'thriller', 'science fiction']",1994
Shadowlands,6.8,61.0,131.0,"['drama', 'romance']",1993
Short Cuts,6.9,136.0,187.0,"['comedy', 'drama']",1993
A Simple Twist of Fate,5.7,26.0,106.0,"['drama', 'family']",1994
Sirens,5.2,31.0,98.0,"['comedy', 'drama']",1993
Six Degrees of Separation,6.5,75.0,112.0,"['mystery', 'drama', 'comedy']",1993
Sleepless in Seattle,6.5,630.0,105.0,"['comedy', 'drama', 'romance']",1993
Sliver,4.9,144.0,108.0,"['drama', 'thriller']",1993
Blade Runner,7.9,3833.0,117.0,"['science fiction', 'drama', 'thriller']",1982
Son in Law,5.6,81.0,95.0,"['comedy', 'drama', 'romance']",1993
So I Married an Axe Murderer,6.1,131.0,93.0,"['comedy', 'crime', 'romance']",1993
Striking Distance,5.4,223.0,102.0,"['crime', 'action', 'mystery', 'thriller']",1993
Harem,4.0,4.0,113.0,"['history', 'drama', 'romance']",1985
Super Mario Bros.,4.0,236.0,104.0,"['adventure', 'comedy', 'family', 'fantasy']",1993
Surviving the Game,6.1,53.0,96.0,"['action', 'adventure', 'thriller', 'crime']",1994
Terminal Velocity,5.0,82.0,102.0,"['action', 'thriller']",1994
Thirty Two Short Films About Glenn Gould,7.4,9.0,93.0,"['drama', 'music']",1993
Threesome,6.3,57.0,93.0,"['comedy', 'drama', 'family', 'romance']",1994
The Nightmare Before Christmas,7.6,2135.0,76.0,"['fantasy', 'animation', 'family']",1993
The Three Musketeers,6.2,219.0,105.0,"['action', 'adventure', 'comedy']",1993
Tombstone,7.4,632.0,130.0,"['action', 'adventure', 'drama', 'history', 'western']",1993
Trial by Jury,5.5,5.0,107.0,"['drama', 'action', 'thriller']",1994
True Romance,7.5,762.0,120.0,"['action', 'thriller', 'crime', 'romance']",1993
The War Room,7.3,19.0,96.0,"['documentary', 'history']",1993
The Pagemaster,6.2,178.0,80.0,"['fantasy', 'science fiction', 'family', 'animation']",1994
"Paris, France",6.0,2.0,112.0,"['drama', 'comedy']",1994
"The Beans of Egypt, Maine",0.0,1.0,0.0,[],1994
Killer,3.0,2.0,97.0,"['thriller', 'drama', 'romance']",1994
Welcome to the Dollhouse,6.9,103.0,88.0,"['comedy', 'drama']",1995
Germinal,6.3,43.0,160.0,"['drama', 'romance']",1993
Chasers,4.7,22.0,102.0,"['comedy', 'romance']",1994
Cronos,6.4,153.0,94.0,"['drama', 'horror', 'thriller']",1993
Naked in New York,4.0,3.0,95.0,"['comedy', 'romance']",1993
Kika,6.8,58.0,117.0,"['comedy', 'drama']",1993
Bhaji on the Beach,5.1,10.0,100.0,"['comedy', 'drama']",1994
Little Big League,6.0,20.0,119.0,"['comedy', 'family']",1994
The Slingshot,6.2,10.0,102.0,['drama'],1993
Wide Eyed and Legless,0.0,0.0,102.0,"['tv movie', 'drama', 'romance', 'comedy']",1993
Foreign Student,0.0,0.0,90.0,"['drama', 'romance']",1994
"Ciao, Professore!",7.2,74.0,100.0,"['comedy', 'foreign']",1992
Spanking the Monkey,5.3,29.0,106.0,"['comedy', 'drama']",1994
The Little Rascals,6.3,214.0,82.0,"['romance', 'comedy', 'family']",1994
À la mode,0.0,0.0,82.0,['comedy'],1993
Andre,5.0,31.0,94.0,"['drama', 'family', 'adventure']",1994
The Escort,5.0,5.0,92.0,"['thriller', 'crime', 'drama']",1993
Princess Caraboo,4.4,5.0,97.0,"['comedy', 'drama', 'history', 'mystery']",1994
The Celluloid Closet,7.0,24.0,102.0,"['history', 'documentary']",1996
Café au Lait,6.8,4.0,94.0,"['drama', 'comedy', 'romance', 'foreign']",1993
Dear Diary,6.9,46.0,100.0,"['comedy', 'drama']",1993
I Don't Want to Talk About It,6.0,1.0,106.0,"['romance', 'drama']",1993
The Brady Bunch Movie,5.9,87.0,84.0,['comedy'],1995
Home Alone,7.1,2487.0,103.0,"['comedy', 'family']",1990
Ghost,6.9,1381.0,127.0,"['fantasy', 'drama', 'thriller', 'mystery', 'romance']",1990
Aladdin,7.4,3495.0,90.0,"['animation', 'family', 'comedy', 'adventure', 'fantasy', 'romance']",1992
Terminator 2: Judgment Day,7.7,4274.0,137.0,"['action', 'thriller', 'science fiction']",1991
Dances with Wolves,7.6,1084.0,181.0,"['adventure', 'drama', 'western']",1990
Tough and Deadly,6.3,4.0,92.0,"['thriller', 'action', 'drama']",1995
Batman,7.0,2145.0,126.0,"['fantasy', 'action']",1989
The Silence of the Lambs,8.1,4549.0,119.0,"['crime', 'drama', 'thriller']",1991
Snow White and the Seven Dwarfs,6.9,1973.0,83.0,"['fantasy', 'animation', 'family']",1937
Beauty and the Beast,7.5,3029.0,84.0,"['romance', 'family', 'animation', 'fantasy', 'music']",1991
Pinocchio,6.9,1412.0,88.0,"['animation', 'family']",1940
Pretty Woman,7.0,1807.0,119.0,"['romance', 'comedy']",1990
Window to Paris,6.0,6.0,87.0,"['comedy', 'drama', 'fantasy']",1993
The Wild Bunch,7.7,266.0,145.0,"['adventure', 'western']",1969
Love and a .45,5.5,15.0,101.0,"['crime', 'thriller']",1994
The Wooden Man's Bride,6.5,1.0,113.0,"['drama', 'foreign', 'romance']",1994
A Great Day in Harlem,7.0,2.0,60.0,[],1994
Bye Bye Love,6.1,20.0,106.0,"['comedy', 'romance']",1995
One Fine Day,6.1,160.0,108.0,"['comedy', 'romance']",1996
Candyman: Farewell to the Flesh,5.0,64.0,93.0,['horror'],1995
Century,5.0,1.0,112.0,"['romance', 'drama']",1993
Fargo,7.7,2080.0,98.0,"['crime', 'drama', 'thriller']",1996
Homeward Bound II: Lost in San Francisco,6.0,105.0,89.0,"['adventure', 'comedy', 'drama', 'family']",1996
Heavy Metal,6.3,150.0,90.0,"['animation', 'science fiction']",1981
Hellraiser: Bloodline,4.9,111.0,86.0,"['horror', 'thriller', 'science fiction']",1996
The Pallbearer,4.6,30.0,97.0,"['comedy', 'romance']",1996
Jane Eyre,7.1,51.0,112.0,"['drama', 'romance']",1996
Loaded,4.0,3.0,91.0,"['drama', 'mystery', 'thriller']",1996
Bread and Chocolate,7.1,10.0,100.0,"['comedy', 'foreign']",1974
The Aristocats,7.1,1287.0,78.0,"['animation', 'comedy', 'family', 'adventure']",1970
The Flower of My Secret,6.9,43.0,107.0,"['drama', 'romance']",1995
Two Much,5.1,24.0,118.0,"['comedy', 'romance']",1996
Ed,3.6,24.0,94.0,"['comedy', 'family']",1996
Scream of Stone,7.5,4.0,105.0,"['adventure', 'drama', 'documentary']",1991
My Favorite Season,6.4,4.0,127.0,['drama'],1993
A Modern Affair,5.0,1.0,90.0,[],1996
Condition Red,4.7,3.0,83.0,"['thriller', 'action', 'drama']",1995
Halfaouine: Boy of the Terraces,7.4,5.0,98.0,"['comedy', 'drama']",1990
A Thin Line Between Love and Hate,5.7,15.0,108.0,"['comedy', 'thriller', 'crime', 'romance']",1996
The Last Supper,6.5,82.0,92.0,"['comedy', 'thriller', 'crime', 'drama']",1995
Primal Fear,7.4,644.0,129.0,"['crime', 'drama', 'mystery', 'thriller']",1996
Rude,6.0,1.0,89.0,[],1995
Carried Away,5.4,5.0,109.0,"['drama', 'romance']",1996
All Dogs Go to Heaven 2,5.0,50.0,82.0,"['romance', 'animation', 'family', 'adventure', 'fantasy']",1996
Land and Freedom,7.0,53.0,109.0,"['drama', 'history', 'war', 'romance']",1995
Denise Calls Up,6.6,5.0,80.0,['comedy'],1995
Theodore Rex,3.6,17.0,92.0,"['fantasy', 'science fiction', 'family']",1995
A Family Thing,5.6,14.0,109.0,"['comedy', 'drama']",1996
Frisk,3.0,3.0,88.0,"['drama', 'thriller']",1996
Sgt. Bilko,5.5,96.0,90.0,"['comedy', 'family']",1996
Jack & Sarah,5.1,10.0,110.0,"['comedy', 'drama', 'romance']",1995
Girl 6,5.7,17.0,108.0,['comedy'],1996
Diabolique,5.4,74.0,107.0,"['drama', 'horror', 'mystery', 'thriller']",1996
"Little Indian, Big City",6.0,145.0,90.0,"['adventure', 'drama', 'comedy', 'family']",1994
Roula,5.0,1.0,97.0,"['romance', 'drama']",1995
Peanuts – Die Bank zahlt alles,4.0,1.0,,['comedy'],1996
Happy Weekend,0.0,0.0,,['comedy'],1996
Nelly and Monsieur Arnaud,7.1,16.0,106.0,"['drama', 'romance']",1996
Courage Under Fire,6.2,240.0,117.0,"['drama', 'thriller', 'mystery', 'war']",1996
Mission: Impossible,6.7,2677.0,110.0,"['adventure', 'action', 'thriller']",1996
Cold Fever,7.7,6.0,85.0,"['drama', 'comedy']",1995
Moll Flanders,6.2,19.0,123.0,"['drama', 'romance']",1996
The Superwife,5.3,7.0,86.0,['comedy'],1996
"301, 302",6.2,10.0,100.0,"['horror', 'mystery', 'thriller']",1995
DragonHeart,6.4,553.0,103.0,['fantasy'],1996
Und keiner weint mir nach,0.0,0.0,,['drama'],1996
My Mother's Courage,0.0,0.0,93.0,['drama'],1995
Eddie,5.4,46.0,100.0,"['action', 'comedy']",1996
Yankee Zulu,6.0,4.0,100.0,"['drama', 'comedy']",1993
Billy's Holiday,0.0,0.0,92.0,[],1995
Purple Noon,7.3,73.0,115.0,"['crime', 'drama', 'thriller']",1960
August,5.3,3.0,94.0,"['romance', 'comedy', 'drama']",1996
James and the Giant Peach,6.2,375.0,79.0,"['adventure', 'animation', 'family']",1996
Fear,6.1,157.0,97.0,"['drama', 'thriller', 'romance']",1996
Kids in the Hall: Brain Candy,5.9,26.0,89.0,['comedy'],1996
Faithful,4.8,4.0,91.0,"['comedy', 'crime', 'drama']",1996
Underground,7.5,143.0,170.0,"['war', 'drama', 'comedy']",1995
All Things Fair,6.1,23.0,130.0,"['war', 'drama', 'romance']",1995
Bloodsport II,5.2,23.0,90.0,"['action', 'thriller']",1996
Pather Panchali,7.9,63.0,125.0,['drama'],1955
The World of Apu,8.2,40.0,117.0,['drama'],1959
Mystery Science Theater 3000: The Movie,7.0,71.0,73.0,"['comedy', 'science fiction']",1996
Tarantella,0.0,0.0,100.0,[],1996
Space Jam,6.5,1335.0,88.0,"['animation', 'comedy', 'drama', 'family', 'fantasy']",1996
Barbarella,5.7,149.0,98.0,['science fiction'],1968
Hostile Intentions,8.0,1.0,90.0,"['thriller', 'action', 'drama']",1995
They Bite,5.5,1.0,98.0,"['comedy', 'horror', 'science fiction']",1996
Some Folks Call It a Sling Blade,7.5,8.0,25.0,"['drama', 'thriller']",1994
The Run of the Country,8.0,2.0,0.0,"['drama', 'romance']",1995
Alphaville,6.8,100.0,100.0,"['drama', 'science fiction', 'mystery']",1965
Coup de Torchon,6.8,21.0,128.0,['drama'],1981
Tigrero: A Film That Was Never Made,7.5,4.0,75.0,"['documentary', 'foreign']",1994
The Eye of Vichy,0.0,0.0,110.0,[],1993
Windows,5.8,9.0,96.0,"['horror', 'drama', 'thriller']",1980
It's My Party,6.2,9.0,110.0,['drama'],1996
Country Life,8.0,1.0,118.0,"['drama', 'romance']",1994
Operation Dumbo Drop,4.7,37.0,107.0,"['action', 'adventure', 'comedy', 'family']",1995
The Promise,5.0,1.0,115.0,"['drama', 'romance']",1995
Mrs. Winterbourne,5.5,26.0,105.0,"['comedy', 'romance', 'drama']",1996
Solo,3.9,18.0,94.0,"['action', 'adventure', 'science fiction', 'thriller']",1996
Under The Domim Tree,6.5,2.0,0.0,"['drama', 'foreign']",1994
The Substitute,5.8,60.0,114.0,"['action', 'thriller']",1996
True Crime,5.1,7.0,94.0,"['crime', 'mystery', 'thriller']",1996
Butterfly Kiss,7.4,5.0,88.0,"['crime', 'drama', 'romance', 'thriller']",1995
Feeling Minnesota,5.5,29.0,99.0,"['action', 'comedy', 'drama', 'thriller']",1996
Delta of Venus,3.3,5.0,99.0,"['drama', 'romance']",1995
To Cross the Rubicon,0.0,0.0,0.0,[],1991
Angus,6.8,24.0,90.0,"['comedy', 'drama', 'family', 'romance']",1995
